,channel_id,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10,engage1,engage2,engage3,engage4,engage5,engage6,engage7,engage8,engage9,engage10,dur1,dur2,dur3,dur4,dur5,dur6,dur7,dur8,dur9,dur10,duration,no_of_videos,subsCount,title,thumbnail,viewCount,Clickbait_title,Clickbait_thumbnail
39,UCDljuE4CyM0P9k7BiPLEC-g,958,888,665,786,866,1297,806,1189,1049,945,0.038622129,0.040540541,0.040601504,0.031806616,0.023094688,0.017733231,0.03101737,0.024390244,0.03336511,0.023280423,40.21666667,40.06666667,39.73333333,39.86666667,38.96666667,40.75,41,39.85,39.63333333,40.61666667,40.01666667,360,194000,الهوية الضائعة - الحلقة 17 | Innocence Lost - Episode 17,https://i.ytimg.com/vi/gDTxOj3PlZ4/hqdefault.jpg,703,1,1
40,UCI9s9nFu2m3K2CvhO2QVfTg,2064,845,751,1398,858,2174,1404,814,1200,2537,0.059593023,0.06035503,0.07723036,0.033619456,0.037296037,0.053357866,0.059116809,0.029484029,0.039166667,0.038628301,20.16666667,11.43333333,5.483333333,1.016666667,1.016666667,11.45,26.46666667,1.116666667,1.016666667,49.36666667,12.2,656,307000,Quick Total Body Dumbbell Circuit,https://i.ytimg.com/vi/a66sRliewVk/hqdefault.jpg,645,1,1
41,UC9MAhZQQd9egwWCxrwSIsJQ,98774,426583,27513,110181,162128,509990,498193,25466,164170,90637,0.014436998,0.008755623,0.024970014,0.008531416,0.018806128,0.010998255,0.015646547,0.016924527,0.01489919,0.017145316,7.666666667,9.866666667,5.9,5.683333333,12.63333333,18.16666667,11.16666667,4.433333333,5.483333333,5.4,10.93333333,9182,11700000,UNIDENTIFIED ENERGY Causes Drone Interferences | The Secret of Skinwalker Ranch (Season 4),https://i.ytimg.com/vi/pWZhECTuaYw/hqdefault.jpg,335161,1,1
42,UClfEht64_NrzHf8Y0slKEjw,166764,239545,528439,616453,367849,597701,688291,1063193,733720,1113537,0.072473675,0.06435534,0.057936678,0.051437823,0.058847516,0.069899498,0.049672304,0.048905514,0.051022188,0.052057543,12.01666667,21.63333333,21.58333333,36.96666667,20.58333333,25.91666667,20.83333333,18.78333333,13.33333333,19.23333333,15.83333333,248,2200000,What if Big Bird Exploded in the Challenger Disaster?,https://i.ytimg.com/vi/vF-vrL0htbE/hqdefault.jpg,525523,0,1
43,UC510QYlOlKNyhy_zdQxnGYw,81266,292131,182499,325125,269416,593967,171844,420705,162004,691413,0.032190584,0.037647494,0.034882383,0.022908112,0.04153057,0.026796101,0.062975722,0.020120987,0.04511617,0.032096591,44.45,8.866666667,30.56666667,43.05,9.35,27.06666667,11.36666667,37.25,10.3,15,11.55,778,4330000,Life Under THE Most Evil Communist Regime - Khmer Rouge,https://i.ytimg.com/vi/0Ly2JJFGdZo/hqdefault.jpg,330238,0,1
44,UCNIuvl7V8zACPpTmmNIqP2A,17323393,24644717,26404490,39542839,39715765,23691352,32666846,33862485,28356043,50988250,0.029365494,0.029570719,0.023143677,0.018741826,0.019321672,0.019859652,0.019398996,0.019915579,0.019100937,0.014176011,27.56666667,38.71666667,31.21666667,29.7,33.71666667,24.36666667,21.06666667,26.78333333,22.71666667,29.88333333,22.08333333,29,7500000,The First Punic War - OverSimplified (Part 2),https://i.ytimg.com/vi/hRSGxw2AQnk/hqdefault.jpg,11588573,1,1
45,UC88lvyJe7aHZmcvzvubDFRg,54289,131758,82714,45289,123271,93789,36561,275903,15289,136390,0.019304095,0.016826303,0.015293662,0.024995032,0.021424341,0.018850825,0.025737808,0.012544264,0.041140689,0.019488232,49.15,52.11666667,16.23333333,52.03333333,55.18333333,48.7,48.66666667,55.78333333,48.26666667,47.85,54.68333333,1093,4760000,1861-1865: The Complete Story Of The American Civil War | History Of Warfare | Timeline,https://i.ytimg.com/vi/Pu-Fcc5vFlE/hqdefault.jpg,89394,1,1
46,UCodbH5mUeF-m_BsNueRDjcw,298579,62714,177171,69488,540652,311255,265242,70756,433651,152588,0.061625232,0.034729088,0.089613989,0.032595556,0.082933199,0.118083244,0.078215366,0.029085873,0.105395814,0.058674339,2.35,14.03333333,6.333333333,30.03333333,33.55,3.4,8.7,10.61666667,5.533333333,23.23333333,3.85,511,2130000,Hyrule Roadtrip! - RED PLAYS Breath of the Wild!,https://i.ytimg.com/vi/zEbQTUmUAVQ/hqdefault.jpg,48449,1,1
47,UCv_vLHiWVBh_FR9vbeuiY-A,683141,1017213,1676799,783178,1224972,1482976,1109407,3198966,2403473,1886784,0.055464392,0.038051028,0.030650066,0.057818274,0.033793425,0.032123244,0.035221519,0.0282782,0.025685747,0.028092246,25.68333333,51.2,46.76666667,19.31666667,30.4,38.2,21.85,23.86666667,32.53333333,22.55,22.48333333,84,916000,The Battle of Actium (31 B.C.E.),https://i.ytimg.com/vi/t7Y-1qMKY_0/hqdefault.jpg,511610,1,1
48,UCx-dJoP9hFCBloY9qodykvw,114316,156185,90036,119374,78345,210808,254966,263142,475690,283939,0.057157353,0.041213945,0.073392865,0.062400523,0.065441317,0.046392926,0.048386844,0.048825349,0.042500368,0.045795048,8.966666667,9.95,9.75,10.6,10.21666667,13.96666667,16.18333333,14.38333333,14,13.35,10.36666667,82,715000,The Battle of Teutoburg Forest 9 AD: When Trees Start Speaking Germanic,https://i.ytimg.com/vi/T5KEyOnk7Y4/hqdefault.jpg,67160,0,1
49,UCHdluULl5c7bilx1x1TGzJQ,9354,5547,6584,272179,60270,117223,74809,82189,194347,244964,0.043403891,0.034433027,0.034629405,0.104302683,0.050107848,0.058060278,0.06952372,0.073513487,0.0448682,0.051570843,10.48333333,32.35,21.03333333,6.733333333,8.75,12.26666667,9.916666667,9.183333333,12.51666667,14.45,15.66666667,60,589000,Assassin's Creed II is Good Until it Isn't,https://i.ytimg.com/vi/VH9wLbK_q-g/hqdefault.jpg,73958,1,1
50,UCC552Sd-3nyi_tk2BudLUzA,644141,521764,128158,470319,308802,530747,1229926,843413,526075,379626,0.036591367,0.059473248,0.069718629,0.050795311,0.058500269,0.051280554,0.008411075,0.042467925,0.062221166,0.061805567,4.666666667,9.066666667,7.85,5.883333333,6.866666667,8.3,10.75,9.6,7.733333333,12.23333333,1.016666667,458,10400000,We finally understand DEJA VU!,https://i.ytimg.com/vi/b2cy9BvaaY4/hqdefault.jpg,51901,1,1
51,UCsXVk37bltHxD1rDPwtNM8Q,5187993,3257223,3803207,4601803,7696422,5475320,6083066,6154214,7998186,6800073,0.045277239,0.090582376,0.052657139,0.054712251,0.04647861,0.045993659,0.047476223,0.039334836,0.047965251,0.03973325,11.26666667,9.966666667,11.2,10.86666667,12.38333333,11.46666667,10.73333333,11.31666667,10.58333333,11.98333333,1.483333333,176,20400000,Our Very First Merch Drop – Cosmic Pioneers Edition,https://i.ytimg.com/vi/XXoo_3nTtxQ/hqdefault.jpg,211899,1,1
52,UC6107grRI4m0o2-emgoDnAA,583398,1801105,1155149,2331982,2699999,696032,4061288,878137,2266278,1119712,0.053910024,0.043051904,0.070752777,0.039984871,0.03474705,0.060821916,0.030743203,0.050914607,0.043180051,0.036572797,13.36666667,16.96666667,8,17.95,58.98333333,19.2,19.96666667,15.68333333,28.85,59.95,29.8,366,11000000,MOLTEN GLASS VS Prince Rupert's Drop - Smarter Every Day 285,https://i.ytimg.com/vi/C1KT8PS6Zs4/hqdefault.jpg,2311324,1,1
53,UCUHW94eEFW7hkUMVaZz4eDg,933449,1255846,832245,7011873,559628,1210641,241694,225327,431240,464406,0.048948577,0.04815479,0.056703254,0.040256861,0.080469526,0.0514463,0.063758306,0.066569918,0.066742417,0.070158439,6.616666667,3.233333333,3.683333333,4.083333333,6.433333333,4.95,7.55,1.583333333,3.733333333,7.216666667,4.766666667,270,5650000,Geosynchronous Orbits are WEIRD,https://i.ytimg.com/vi/tI8OqpkOVzs/hqdefault.jpg,706295,1,1
54,UC06E4Y_-ybJgBUMtXx8uNNw,6499371,2886364,1894594,3154256,7818849,8219098,3165521,9518414,3319422,17817672,0.037131593,0.031162043,0.039138728,0.038166211,0.026687943,0.025557184,0.032565887,0.034263586,0.02791962,0.020423993,13.25,8.766666667,10.15,10.65,10.16666667,9.516666667,11.03333333,10.35,12.66666667,9.333333333,11.15,179,5620000,Laser Cleaner Lifehacks,https://i.ytimg.com/vi/SXeeRgEY2UE/hqdefault.jpg,3383787,0,1
55,UCmQXOAse-VnzuXHebX5I77g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.85,1,2110000,What happened to charlieissocoollike? | A Reintroduction Q&A,https://i.ytimg.com/vi/UXCrGgXG4zA/hqdefault.jpg,738050,1,1
56,UCxo8ooAqXiObjuaIy10ud0A,42852,35943,46650,31071,31616,25908,28668,27435,28616,84732,0.038247923,0.040258187,0.04908896,0.050851276,0.051492915,0.053458391,0.061811079,0.051540004,0.063845401,0.053214842,6.416666667,5.2,5.483333333,5.4,4.4,4.883333333,4.466666667,4.783333333,5.616666667,4.383333333,4.466666667,480,2020000,Are Cell Phones Mutating the Shape of Our Bones?,https://i.ytimg.com/vi/oXEqt7hnIb8/hqdefault.jpg,113462,1,1
57,UCvJiYiBUbw4tmpRSZT2r1Hw,597931,884831,17556,262552,656696,17089,311441,349824,206821,694444,0.01049285,0.012369594,0.041922989,0.018015479,0.013432395,0.024284628,0.013871006,0.016379665,0.012218295,0.012349448,10.15,9.45,9.7,9.7,10.1,2.783333333,5.416666667,5.416666667,5.416666667,5.416666667,3.333333333,2007,4500000,Experts Dig In Search of a Ghost Ship! | Unexplained & Unexplored | Science Channel,https://i.ytimg.com/vi/ItITazC3VN0/hqdefault.jpg,4745,0,1
58,UCJcycnanWtyOGcz34jUlYZA,26161,4278,2747,4608,6167,4440,6325,3289,3629,11671,0.010626505,0.024310425,0.012377139,0.043185764,0.035025134,0.023648649,0.023399209,0.035269079,0.018462386,0.015165796,7.616666667,6.066666667,3.183333333,39.05,11.85,12.25,3.366666667,2.383333333,7.316666667,11.21666667,32.83333333,623,844000,Incredible Science Camp! Join me this summer,https://i.ytimg.com/vi/_IJnLbcdisw/hqdefault.jpg,6605,1,1
59,UC9uD-W5zQHQuAVT2GdcLCvg,3954168,7877298,1215701,587794,1190370,3655470,130890,3068797,2169900,1553496,0.008869122,0.003721454,0.015587714,0.034704335,0.03239917,0.026086386,0.042157537,0.023404611,0.018494401,0.01511301,9.483333333,9.283333333,9.033333333,10.85,14,15.71666667,6.95,14.9,8.633333333,14.48333333,1.016666667,564,2460000,Can pineapple skins replace soap? #sustainability #ecofriendly  #sustainableproducts,https://i.ytimg.com/vi/ZXlGwdR8GcQ/hqdefault.jpg,11050,0,1
60,UCn8zNIfYAQNdrFRrr8oibKw,411124,583234,307496,2323316,584188,1347365,161693,4803263,709791,883890,0.01813808,0.022834746,0.012670084,0.006405069,0.018081508,0.013293354,0.02478153,0.021911771,0.0233449,0.022202989,23.2,22.95,5.033333333,8.65,44,6.716666667,12.08333333,7.316666667,9.8,20.2,46.56666667,3849,16700000,"Yes, MAGA Rap Is Real And Trump Supporters Love It | Fringes",https://i.ytimg.com/vi/ucgu-Ooxy9c/hqdefault.jpg,367991,1,1
61,UCttspZesZIDEwwpVIgoZtWQ,1125137,296110,1906134,165096,113129,144786,247503,180557,156299,113230,0.010780021,0.012725001,0.02515458,0.018746669,0.015619337,0.01353722,0.014969516,0.013502661,0.025623964,0.016921311,15.5,41.68333333,9.95,4.066666667,11,53.08333333,3.316666667,14.25,11.7,11.01666667,12.91666667,264719,34800000,Atique Ahmed Son Umar: योगीराज में माफिया की 'उमर' छोटी है! | Yogi Adityanath | UP Police |Prayagraj,https://i.ytimg.com/vi/UyoLiWfZlPA/hqdefault.jpg,797208,0,1
62,UCfwx98Wty7LhdlkxL5PZyLA,28478,330885,82660,26468,25042,204633,47865,1342890,1251828,43767,0.00305499,0.001907007,0.001971933,0.00385371,0.007108058,0.004891684,0.004846965,0.000605411,8.47E-05,0.001964951,8.35,8.866666667,8.033333333,18.55,8.05,8.133333333,1.016666667,9.883333333,10.13333333,8.466666667,9.416666667,2924,10100000,38-Year Age Gap - That's Fine Right? | DATING DIFFERENT,https://i.ytimg.com/vi/1rjv6_dwD-Q/hqdefault.jpg,24460,1,1
63,UCupvZG-5ko_eiXAupbDfxWw,472061,988406,176290,38024,85047,32025,90260,133875,173383,429636,0.017535869,0.015991404,0.028691361,0.022985483,0.016637859,0.027665886,0.038411256,0.018472456,0.013611484,0.024832649,8.716666667,6.8,5.4,7.433333333,10.98333333,4.2,10.8,3.966666667,6.1,9.766666667,10.26666667,159126,15000000,Hear Biden's message to Americans concerned about his age,https://i.ytimg.com/vi/_VQ_DMc3eTo/hqdefault.jpg,96940,0,1
64,UCLXo7UDZvByw2ixzpQCufnA,658115,1444613,5026762,1581629,390242,709754,384359,2361979,1067312,1293900,0.037876359,0.025698232,0.060206153,0.042807763,0.034883483,0.028247815,0.024633221,0.028362234,0.025432114,0.03062215,6.45,10.71666667,7.416666667,11.53333333,8.016666667,12,5.25,5.716666667,9.766666667,6.483333333,8.133333333,1597,11300000,How TikTok dances trained an AI to see,https://i.ytimg.com/vi/y2BVTW09vck/hqdefault.jpg,349414,1,1
65,UCE2606prvXQc_noEqKxVJXA,2094,491257,1569,723,2505,3590,1685,12713,7948,347076,0.008118434,0.003883914,0.009560229,0.009681881,0.010379242,0.008635097,0.008902077,0.007079368,0.006290891,0.011844668,1.25,48.73333333,3.866666667,3.516666667,1.25,1.25,3.066666667,53.13333333,50.68333333,3.15,3.95,188612,14900000,"Workshop seeks to help combat rise of hate crimes in U.S. | TFC News California, USA",https://i.ytimg.com/vi/wtjYTn5REmU/hqdefault.jpg,387,0,1
66,UC9k-yiEpRHMNVOnOi_aQK8w,44182,63876,59812,57052,125062,78183,388671,59763,51831,179611,0.024240641,0.024124867,0.021132883,0.016108112,0.026434888,0.035225049,0.046090395,0.037046333,0.041905423,0.014403349,2.083333333,2.266666667,1.85,1.216666667,1.183333333,1.3,1.7,1.016666667,1.616666667,2.933333333,1.25,30011,11700000,California’s Unusual Wet Winter Sparks New ‘Gold Rush’,https://i.ytimg.com/vi/Fpe90ibdDes/hqdefault.jpg,188221,0,1
67,UCBi2mrWuNuyYy4gbM6fU18Q,44111,4253,40630,57380,72842,5414,5679,143233,13830,443843,0.014304822,0.015048201,0.038985971,0.004635762,0.016020977,0.013668267,0.061278394,0.010025623,0.02769342,0.006263476,27.8,8.9,4.516666667,3.75,1.7,1.9,2.833333333,7.316666667,7.15,2.216666667,6.583333333,78969,14300000,How Muslim women navigate the complexity of hijabs in fashion l ABCNL,https://i.ytimg.com/vi/AbcfZKE2UKE/hqdefault.jpg,5714,1,1
68,UC1yBKRuGpC1tSM73A0ZjYjQ,23267,81919,29127,59896,77145,40766,758422,162988,117601,111215,0.051360296,0.0419927,0.068046829,0.072008147,0.069777691,0.080925281,0.025194417,0.042334405,0.043681601,0.042089646,7.216666667,11.38333333,9.266666667,6.85,19.65,13.76666667,11.65,12.56666667,11.78333333,15,12.9,54347,5410000,INCEL Community Erupts After Leader Announces He's No Longer Celibate,https://i.ytimg.com/vi/thUSizPSP80/hqdefault.jpg,251253,0,1
69,UC16niRr50-MSBwiO3YDb3RA,107007,18629,30142,239152,52476,55319,146536,41654,61235,29043,0.014204678,0.020988781,0.028631146,0.017574597,0.015721473,0.032032394,0.02398728,0.025519758,0.014125908,0.023792308,2,5.183333333,3.15,3.583333333,1.5,2.75,4.516666667,2.383333333,2.016666667,1.8,4.483333333,18270,14100000,Ukraine's Zelensky holds first war phone call with China's Xi - BBC News,https://i.ytimg.com/vi/yqacDmtj9Rk/hqdefault.jpg,171847,0,1
70,UC0C-w0YjGpqDXGB8IHb662A,4558115,188686,982598,374113,217469,1267735,1354002,508508,543387,41124798,0.039684168,0.072549103,0.023486716,0.042615466,0.055704491,0.033630057,0.030601875,0.050872356,0.046616868,0.010208196,3.266666667,1.016666667,3.016666667,3.366666667,3.466666667,3.216666667,3.25,6.7,1.366666667,3.583333333,3.133333333,295,53200000,Ed Sheeran - Boat [Official Lyric Video],https://i.ytimg.com/vi/kl-igUrRFD8/hqdefault.jpg,349862,1,1
71,UCfM3zsQsOnfWNUppiycmBuw,20724783,31717969,7509519,18034855,11456279,14511660,7112756,17988812,12109235,8482911,0.047204258,0.0444362,0.012428093,0.011826876,0.010336253,0.010927489,0.010024103,0.011133531,0.018361523,0.010384171,5.033333333,5.6,5.633333333,2.9,3.35,2.85,4.783333333,3.616666667,2.966666667,3.25,3.233333333,140,56100000,"Eminem ft. CeeLo Green - ""The King And I""",https://i.ytimg.com/vi/EksSDDte7EM/hqdefault.jpg,4761004,1,1
72,UCYvmuw-JtVrTZQ-7Y4kd63Q,288253,267976,145834,182445,175741,213764,198094,371800,428674,158928,0.038532123,0.034745649,0.047951781,0.049181945,0.088061409,0.066348871,0.047820732,0.039300699,0.04398214,0.093803483,4.333333333,2.983333333,2.2,2.833333333,3.05,2.866666667,2.233333333,2.983333333,5.35,15.26666667,3.083333333,122,44100000,Thomas Rhett & Katy Perry - Where We Started | LIVE @ CMA Awards,https://i.ytimg.com/vi/d8GuVx--bsk/hqdefault.jpg,230983,1,1
73,UCqECaJ8Gagnn7YCbPEzWH6g,185583,199241,464795,920312,533472,4684172,1461959,816217,547551,645704,0.076925149,0.072495119,0.03354382,0.110840671,0.073863296,0.073052612,0.035884043,0.031612917,0.051001642,0.028334965,3.633333333,3.983333333,3.183333333,3.533333333,2.95,6.95,4.533333333,3.316666667,5.066666667,3.6,3,211,51600000,Taylor Swift - Lavender Haze (Acoustic Version),https://i.ytimg.com/vi/anqxTwGE_nQ/hqdefault.jpg,935324,1,1
74,UCb2HGwORFBo94DmRx4oLzow,483229,925341,1384768,1070506,350515,28659007,306774,35555759,6354759,6042735,0.083716002,0.065257024,0.064870072,0.086028476,0.058873372,0.022672802,0.064738211,0.019339792,0.018762789,0.020350057,1.25,2.7,3.8,1.1,1.15,3.783333333,1.083333333,5.583333333,3.4,2.933333333,2.166666667,157,38100000,Made In The A.M. - #1DFirstListen,https://i.ytimg.com/vi/Z_xSDZ_yVbc/hqdefault.jpg,375122,1,1
75,UC9CoOnJkIBMdeijd9qYoT_g,12214726,8202098,9013105,2447843,2301626,9151384,4040258,2978219,1140156,10444849,0.030107839,0.068788132,0.075410416,0.127696507,0.101546037,0.089692881,0.114320917,0.10429589,0.025560537,0.033299572,3.45,6.933333333,4.866666667,2.2,19.6,1.133333333,1.583333333,3.133333333,3,2.866666667,3.883333333,147,52500000,The Weeknd & Ariana Grande - Die For You (Remix Acapella) (Official Audio),https://i.ytimg.com/vi/8WsWi-BDaug/hqdefault.jpg,916243,1,1
76,UCpDJl2EmP7Oh90Vylx0dZtA,27252,127247,42886,46314,13325,55389,50387,632212,359810,25026,0.04696903,0.013367702,0.025579443,0.028587468,0.044727955,0.038870534,0.035842578,0.008661651,0.016672688,0.041476864,1.366666667,2.933333333,2.883333333,2.333333333,1.016666667,3.966666667,3.116666667,2.316666667,2.55,1.45,2.6,11280,30000000,Yung Felix - I Need You (Official Music Video),https://i.ytimg.com/vi/wi2kpe0UU6A/hqdefault.jpg,49836,1,1
77,UCa10nxShhzNrCE1o2ZOPztg,46405,57205,251017,113059,284706,65222,396225,245969,257623,215041,0.027152247,0.026641028,0.024241386,0.02474814,0.036876638,0.033838275,0.024226134,0.023974566,0.017467385,0.026204305,6.2,4.666666667,3.866666667,3.266666667,4.083333333,2.516666667,2.683333333,2.916666667,3.3,3.183333333,4.516666667,2674,30400000,Kx5 - Eat Sleep ft. Richard Walters,https://i.ytimg.com/vi/6BGkht09RHs/hqdefault.jpg,53597,1,1
78,UCoUM-UJ7rirJYP8CQ0EIaHA,6679760,16806771,6765639,18987971,13534303,6169572,6225452,4440694,7072124,26344314,0.019024785,0.016089944,0.025752039,0.01735483,0.027703828,0.01563431,0.018516246,0.018449143,0.018869579,0.010965478,3.833333333,5.133333333,3.4,3.733333333,3.233333333,4.766666667,3.666666667,2.766666667,4.266666667,4.166666667,35.13333333,99,36400000,Bruno Mars - Unorthodox Jukebox (Full Album) [Official Audio],https://i.ytimg.com/vi/6ZPzqZoRrtk/hqdefault.jpg,1102932,0,1
